"","session","model"
"20974","20975","A5"
"20975","20976","B8,B11,B17,B24,P81,P76"
"20976","20977","B4,B8,B11,B12,B13,B21"
"20977","20978","A11,B2"
"20978","20979","C50"
"20979","20980","P82,P76,P71,P53,P26,P29,P23,A5,A6,A10,A7,A9,A8,A6,A1,A2,A6,A5,A4,A3,A7,A8,A9,C56,A12,A39,A38,A42"
"20980","20981","A10,A11,B10,P11,P1,C51,C58,C39"
"20981","20982","P17,P6,P33"
"20982","20983","P6,C44,C39,C53,C45,C55,C58,A34,A22"
"20983","20984","A1,A2,P1,P17,P39,P47,P49,B30,B31,C33,P7,P17,P18,A10,A6,A15,A37,A31"
"20984","20985","P8,C53,B4,B23,B24,B31,B29,A39,A37,C36,C59"
"20985","20986","A8,A11,B11,P5,P6,P3,P1,P2,P16,P14,P18"
"20986","20987","B30"
"20987","20988","C50,C29,C2"
"20988","20989","A2,C56"
"20989","20990","A5,A3,B2,C21,C25,C40,P4,P6,P75,P75"
"20990","20991","C46"
"20991","20992","A13,A2,A16,A4,A18,A10,A1,A12"
"20992","20993","B12,B23"
"20993","20994","C44"
"20994","20995","A1,A13,A20"
"20995","20996","C8,B2,B10,B17,B17,P1"
"20996","20997","B4,B9"
"20997","20998","B15,B16,B1,B14,B31,B13,B10,B24,B23,B29,B21,B8"
"20998","20999","B4,A11,A9"
"20999","21000","P1,C7,A6,P17"
"21000","21001","A10,A2,A6"
"21001","21002","C56,P14,P39"
"21002","21003","A17,A30,B11,C8,C39,C57"
"21003","21004","C17"
"21004","21005","P15,C24,C55,P15"
"21005","21006","A16,A15,C2,C7,C13,C12,C20,C21,C33,C30,C28,C43,C53,C48,B10,B6,B4,B23,A30,A38,P1,P73,P74,A15"
"21006","21007","A5,A8,A9,A9,A2,C34,C50,C49,C57"
"21007","21008","B12"
"21008","21009","A5,A6,A12,A3"
"21009","21010","A5,A5,P13,P13"
"21010","21011","B17,B17,B16"
"21011","21012","A1"
"21012","21013","A12,A11,A9"
"21013","21014","A3,A8,P1,P2,P3,P4,P8,P10,P17,P18,P19,P23,P30,P71,P80,P82,A8,A3"
"21014","21015","B8,B13,B15,B17,B24,B34,B33,A1,A2,A3,A34,C46,C47,C48,C49,C50,C52,C53,C54,C41"
"21015","21016","A1,A2,A3,A4,A5,A6,A7,A9,A11,A10,A12,A32,A19,A36,A38,B1,B2,B4,B9,B10,B12,B13,B14,B15,B16,B19,B23,B24,B26,B29,B33,B34,C11,C21,C27,C39,C54,C57,P1,P2,P4,P5,P6,P7,P9,P16,P16,P17,P26,P38,P37,P42,P44,P52"
"21016","21017","A13,A11,A2,A4,A18,A33,A42,P4,P12,P43,P82"
"21017","21018","C29,C29,C29,A17,A32,A37,P3,P8,P13,P13,C29,P13"
"21018","21019","A4,P15,P5,P11,P18,P17,P57,P67,P81,A4"
"21019","21020","B1,B5,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B24,B31,B21,B28"
"21020","21021","A5,A9,A13,A14,A38,B4,B3,C2,C14,C17,C12,C55,P6,P33,P29,P31,P23,P74,P74,C55,B3"
"21021","21022","A17"
"21022","21023","A1,A18,A8,B4,B9,C5"
"21023","21024","C57,C56,A9"
"21024","21025","C1,C13,C10,C14,C5,C9,C17,C11,C13,C14"
"21025","21026","A4,P18,P34,P36,P23,P33,P53,P74,B11,C29,B2"
"21026","21027","A1"
"21027","21028","P26"
"21028","21029","P62,P18,C24,C54"
"21029","21030","A11,A1"
"21030","21031","A2,A19"
"21031","21032","P6,P39,P42,P48"
"21032","21033","P16"
"21033","21034","A12,A6,C7,C4"
"21034","21035","C46"
"21035","21036","C7,C20,C45,P57"
"21036","21037","A11,A5,A7,A10"
"21037","21038","A23,A24,A31,A35"
"21038","21039","C58,A2,A5,A11"
"21039","21040","A29,A30,A32,A33,A33"
"21040","21041","A8,A11,A19,C15,C40,B4,P65"
"21041","21042","C9,C33,C40,A10,A13,A21,B13,B12,B14,B32,B27"
"21042","21043","C23,C20,C6"
"21043","21044","A2,A1,A4,A5,A8,A3,A2,A11,A13,A15,A17,A23,A30,A32,A34,A39,A42,A38,A37,C13,C13,C11,C9,C24,C49,C47,C58,C40,B4,B9,B9,B1,B15,B23,B29,B33,B31,B31,C40"
"21044","21045","P9,P3,A7,C30,C20,C24,C57,C56"
"21045","21046","A9,A9,A32,C24,C40,C40,C57,B3"
"21046","21047","A1,A2,A3,A4,A5,A6,A7,A8,A9,A2,A10,A11,A12,A13,A14,A15,A16,A17,A18,A42,B2,B34,A42,A27,A34,A20,A30,A31,A30,A26"
"21047","21048","A12,A17,P14,P18"
"21048","21049","C1,C5,C7,C12,C50,C57,A1,A3,A6,A9,A12,C16,P6,P13"
"21049","21050","P17,A1,A3,A15"
"21050","21051","B29,B24,B19,A11,A10"
"21051","21052","C15"
"21052","21053","A10,A38"
"21053","21054","C49"
"21054","21055","A3"
"21055","21056","B10,B1,B4,B10"
"21056","21057","A17,A24,A26,A29,A32,A22,A37,P16,P33,P36"
"21057","21058","B3,B5,B10,B11,B15,B12,B16,B13,B9,C7,C13,C17,C18,C14,C11,C11,C8,C1,C4,C12,C5,A18,P15"
"21058","21059","A17,A8,A21,A42,B4,B34,B21,B27,C4,C17"
"21059","21060","B10,B16,B27,A37,A7,A3,C54"
"21060","21061","B21,B22,B23,B24,B25,B28,B29,B30,B26"
"21061","21062","B11"
"21062","21063","P1,A1,A2,A11,B1,B8,B13,B16,B17,B17,A11,P1,B32"
"21063","21064","A2,A11"
"21064","21065","C40,C57,C56,C59"
"21065","21066","C18"
"21066","21067","C48,A2,A7,A17,C56,C40,C30,P17,P1,P2,P6,P39,P37,P57,P80,P14,P39,P39,P57,P81,P80,P6,P17,P11,P78,P59,P8,P26,P43,P2,P30,P50,P61,P70"
"21067","21068","A1,A8,C10,C4,A8"
"21068","21069","A10,A11,A1,A2,A3,A7"
"21069","21070","A1,A1,A11,A3,A22,P1,P7,P14,P23,P37,P39,P41,P43,P53,P71,A8,A21"
"21070","21071","A2,A11,C21,P15,P3,P5,P14,P17,P16,P30,P38,P48,P53,P70,P67,P73,P75,B1,B27,A2,A11"
"21071","21072","P73"
"21072","21073","B10,B12,B9"
"21073","21074","P1,A9,A8,A3,A4,A5,A6,A6,A7,A8,A10,A10,A5,A28,A29,A31,A35,A36,A41,A41,A21,A28,A41,C46,C41,C38,B2,B16,B21,B19,P48,P50,P1,C9,C51,C46,C10,C9,A28"
"21074","21075","A7,B6,C42"
"21075","21076","A31"
"21076","21077","P3,A9,A42,C50,C40"
"21077","21078","A3"
"21078","21079","P1,P16,P1,P20,P21,P42,P44,P48,P49,P50,P55,P60,P2,P1,A5"
"21079","21080","A7,A8"
"21080","21081","C31,C48"
"21081","21082","A1,A2,A3"
"21082","21083","A37,A38,A39,A40,A43,C19"
"21083","21084","B14,B10,B6,C5,C6,C1,C9,P16,P17,P1,P1"
"21084","21085","C29,C49,C37"
"21085","21086","A2"
"21086","21087","A17,A12,A1,A16,C2,B13,B17"
"21087","21088","A6"
"21088","21089","A1,A2,A8,C1,C17"
"21089","21090","A15,A17,A9,A2,A14,A8,C4,P4,P61,P70,P76,C30,C56"
"21090","21091","P16,P8"
"21091","21092","C11,P16,P12"
"21092","21093","B12,B17"
"21093","21094","A9,B11"
"21094","21095","A15,A31,A28,B32"
"21095","21096","C16"
"21096","21097","C6,A9,A6"
"21097","21098","A1,A3,A2,A10"
"21098","21099","P38"
"21099","21100","A2,A3,A11,A5"
"21100","21101","B25,B19,B29,B33,B34,B28,P16,C10,C1,B9,C21,C30,C44,B3,P35"
"21101","21102","C16,C11,C4,C17,C4,C35,C48,C52,C21,C38,A42,A42,C56"
"21102","21103","B15"
"21103","21104","A1,A11"
"21104","21105","P7"
"21105","21106","C53,P25,P26,P52,P52,P53,P70,P63,P77"
"21106","21107","A4,A10,A15,A17,A6,B34"
"21107","21108","A11,A3,A10,A1,A2,B2,B4,C17,C5,C12,C4,C4,C22,C24,C35,C40,C54,C55,C57,A38,A11,A1,A2,B24,P32,P39,P50,P71,P72,P73,P74,P78,P80"
"21108","21109","A11,B2,C22,C54,C50,P72,P73,P74"
"21109","21110","B7"
"21110","21111","A11,P4"
"21111","21112","A10"
"21112","21113","A20,B17,C33"
"21113","21114","A20,A20"
"21114","21115","B17"
"21115","21116","A1,A2,A5"
"21116","21117","B17,A8,C4"
"21117","21118","B15,P16,P29,P33,P61,B23,P16"
"21118","21119","C4,C30,C47,A42,A9,C4,C30"
"21119","21120","P16,P39,P46,P47,P49,P42,P60"
"21120","21121","B10"
"21121","21122","B13,B14,B12,B10,B11"
"21122","21123","P3,P1,P11,P10,P13,P18,P50,P71,P70,A17,A36,A34"
"21123","21124","A2,A37,B4,C41,C58,C31,P1,P6,P49"
"21124","21125","C56,C57,A42"
"21125","21126","P10,P5,C5,C14,A15"
"21126","21127","P1,P2,P3,P4,P5,P6,P7,P8,P11,P14,P59,P72,P78,P82,P74,A17,A42,C21,C24,C56,A21,A17"
"21127","21128","C15,C51"
"21128","21129","B3,B4,B14,A17,A10,A14,A11,A19,A20"
"21129","21130","B6,C2,P20,P39,P60"
"21130","21131","C5,C15,C12,C11,C14"
"21131","21132","B16,B16"
"21132","21133","A5"
"21133","21134","P33,P26,P30,P34"
"21134","21135","C7,A30,C13,C6,C8"
"21135","21136","P1"
"21136","21137","P6"
"21137","21138","P68,P82"
"21138","21139","P4,P9,P6"
"21139","21140","A11,A13,A18,A10,A8,A2,A12,A12,A22,A30,A39,A37,A38,A41,B6,B10,B31,B28,C9,C29,C35,C40,C56,C42,C37,C51,C21,C10,C10,A5,A12,A13,A18,A12,A21,A22,A30,A34,B15,B31,B15,C14,C17,B15,C7,C35,C30"
"21140","21141","A39"
"21141","21142","A6"
"21142","21143","C8,A20,P77"
"21143","21144","A12,A8,A15,A5,A10,A11,A12"
"21144","21145","C56,A6,A9,A17"
"21145","21146","B2,C48,C55,P9,P26,A3,A17,A14,A1"
"21146","21147","A40,C54,P18,C13,C3,C1,C9,C5,P13,P10"
"21147","21148","B4,B15,A13,A6"
"21148","21149","B9"
"21149","21150","B10,B12,B13,B15,B6,B9"
"21150","21151","C15,C37,C56,A1,C16"
"21151","21152","C16,C12,C2,C3"
"21152","21153","B2,A17,A12,C4,C2,C14,A12"
"21153","21154","C25,C35,C48,C57"
"21154","21155","P29,P61,A6,C5,C15"
"21155","21156","P1,P16,B13,B11,B21,B24,C55,C40"
"21156","21157","C13,C4,B4,P4,P18"
"21157","21158","C5,P11,A11,C8,C16,P5"
"21158","21159","B1,B5"
"21159","21160","A10,A9,A8,A7,A3,A2"
"21160","21161","C53"
"21161","21162","P20,P33"
"21162","21163","A12,A15,A17,B13,C13,C8,P1,P17,P15,P19,P27,P33,P29,P30,P48,P49,P50"
"21163","21164","C44,A6"
"21164","21165","C21,C36,C48,C47,C12,C7,C17,C8,C21"
"21165","21166","B10,B14,P14,P6,P1,C8,C17"
"21166","21167","A2"
"21167","21168","P15,P20,P26,P23,P29,P38,P40,P43,P81,P77"
"21168","21169","B10,B13"
"21169","21170","C11,C5,P1,P2,P3,P36,P33,P30,B2,B11,A34,A19,A19,C11,C3"
"21170","21171","A2,A7,A12"
"21171","21172","P29,P36,P82"
"21172","21173","P15,P7,P15"
"21173","21174","C50"
"21174","21175","B10,B12,B24,B26,B31,B22,B19,B27,B24,B24"
"21175","21176","B11,B29,P70,P25,P36,P73,B4,B29,P26,P25,P29,P31,P33,P35,P36,P65,P25,P32,P26,P26,P2,P8,P13,P43,P53,P71,P25,P26,P82,P2,P11,P25,P29,P34,P35,P36,P72,P77,P26,P25,P26,C56,C55,C53,C49,C39,C50,C40,B12,B11,B2,B2,P52,P59,P72,P68,P74,A7,P5,P14,P18"
"21176","21177","B29,B1,A11,A43,A22,A13,P4,P11,P10,P26,P36,P36,P35,P40,P68,P82"
"21177","21178","B19"
"21178","21179","B4,P1,P5,P4,P18,P6,B2,B5,B1"
"21179","21180","C56,P26,P29,P80,P82"
"21180","21181","C4"
"21181","21182","A13,A12,A16,A17,B4,B15"
"21182","21183","A1,A2,A11,A12,A29,A35,C36,C56,P4,P72,P78,P78,P81,A5,A10,A11,A12"
"21183","21184","B1,B6,B7,B8,B9,B10,B13,B15,B16,B17"
"21184","21185","C40,C54,P71"
"21185","21186","B21,B13,B24,B21,C19,A34"
"21186","21187","A11,A5,A7,A3,P40,P82,B25"
"21187","21188","A2,A11"
"21188","21189","P1,P12,P15,P25,P33,P36,P45,P39,C13,C24,C43,C55,C56,C59,B31,B21,B26,B23"
"21189","21190","A2"
"21190","21191","A2,A7"
"21191","21192","A4,B9,B2"
"21192","21193","P72,P74,P73,C33,C50,C49,C47,C40"
"21193","21194","B10"
"21194","21195","C2,A9,C5,B6,C6,B1,A2"
"21195","21196","C17"
"21196","21197","P1,C8,C2,C5"
"21197","21198","B24,B26,A41,B15"
"21198","21199","B16,A2,A4,A7,A14,A10,C16,C17"
"21199","21200","P27,P39,P72,C6,C18,C29,C40,C40"
"21200","21201","A17,A17"
"21201","21202","A4,A11"
"21202","21203","B29,C58"
"21203","21204","A2,A8"
"21204","21205","P6,P17,P36,P39,C20"
"21205","21206","A4,A17,A10,A13,A17,C28,C53,C34,C33,C1,A2,A9,C1,A17"
"21206","21207","B13,B12,B24,B21,B20"
"21207","21208","A6,A8,B2,P1"
"21208","21209","A7,A13,A17,A18,A22,A32,A33,A34,A40,A43,B34,C24,C25,C30,C35,C39,C48,C49,C50,C40,C52,C54,A2,A5,A7"
"21209","21210","A14,A34,B30,B31,B26,C49,C50,C50,C59,A1,A2,A3"
"21210","21211","A6"
"21211","21212","A13,A7,A30,A22"
"21212","21213","A1,A2,A12,A10,P1,P9,P43,P40,P52,P52,P62,P71,P78,P77,P80,P81,P82,P52,A2,A13,P1,P2,P52,P51,P32,P52,P52,P1,P14,P2,P23,P25,P32,P64,P66,P67,P61,P72,P74,P75,P52,A2,A3,P1,P16"
"21213","21214","B26"
"21214","21215","C12,C17,B6,B10,B16"
"21215","21216","A1,A2,A3"
"21216","21217","A3,A14,A18,B10,B14,B15,P17,P18"
"21217","21218","P1,B2"
"21218","21219","A41,A42,A26,A4,C4,C30,C48,C50,P6,P15,P48,B4,A15,A16,A10,P15,P48,P49,P57,A10,A18,A11,A14,A12"
"21219","21220","C30,P6,P17,P41"
"21220","21221","P6,P9,P14,P40,P63,P63"
"21221","21222","P11,P4,P3,P1,P11,P10,P6,P7,P11,P4,P6,P6,P4,P16,A3,A2,A5,A7,A8,A9,A10,A10,A10,A11,A11,A11,P4"
"21222","21223","C36,C35,C40,C53,B24,B20,B29,A6,A15,A34,C11,C19,C13,C4,C10,C1,C17,C35,C28,C36,C26"
"21223","21224","A26,A37,A3,C2,C21,P3,P77"
"21224","21225","B31,A29,C14,C55"
"21225","21226","B3,P15"
"21226","21227","A1,C16"
"21227","21228","C56"
"21228","21229","A10"
"21229","21230","A18,A17,A3,A2,A5,A19,A20,A39,A9,A8,A6,P1,P29,P44,P61,P70,P82,P78"
"21230","21231","A2,A3,A5,P2,P1"
"21231","21232","P4,P26,C57,P9,P5,P43,P71,P72,P73,P77,P78,P82,P76,P77,P77,P71,P71,P72,P77"
"21232","21233","P4,P8,P17,P15,A9,A10,A5,A9,A8,A3,A2,A6,A12,A11,A10,A10,P37,P43,P53,A10,A10"
"21233","21234","C24,C40"
"21234","21235","C22,A16,A22"
"21235","21236","A4,A19,B10,C56,P26,P29,A2,A3,A5,A10,A8,A9,A42,P2,P4,P5,P27,P33,P34,P72,P61"
"21236","21237","A12,A2,A1,A6,C6"
"21237","21238","C50,C49,A5,A11,A14,A8,A9,A3,A5,A6,A7,P1,P81,P82,P78,A25"
"21238","21239","A13,B17"
"21239","21240","C30,C30"
"21240","21241","A11,B16,P14,P8,P29,P27,P41,P40,P38,P37,P52,P39,P39,P57,P69,P74,P61,P57,P35,P3,P17,P40,P41,P58,P3,P11,P13,P14,P12,P12,P18,P9,P10,P4,P7,P9,P30,A3,A2,A1"
"21241","21242","P23,P70,P71,P77,A10"
"21242","21243","A11,A22,P77"
"21243","21244","A1,A10,A12,A6,A6"
"21244","21245","P21,B13,B25,B30,B9,C26,C36"
"21245","21246","A13,A7,A11,A39,B17,B15,B23,B27,B19,B25,B27,B21,C17,C11,C59,C58,C43,C41,P16,P15"
"21246","21247","B4,A18,A32,A37,B10,B14,B26,A37,B4"
"21247","21248","C14,C8,C33,C35,C53,C44,C38,C46,C51,C45,C44,C48,C41,C41,C10,C14,C41,A30,C41"
"21248","21249","A1,A2,P1,P2,P11,P23,C1,C9,C25,A2"
"21249","21250","B11"
"21250","21251","C1,C2,C13,A39,B31"
"21251","21252","A10,A5,A8,A12,A17,A17,A15,C4,B17,B4,B2"
"21252","21253","A1"
"21253","21254","A8,P6,P3,C11,C5,C20,P4,P11,P13,P19,P35,P47,P43,P49,P80,P11,P43,P49,P3,P1,P2,P8,P10,P15,P72,P71,P50,P39"
"21254","21255","A3,A5,A7"
"21255","21256","A2,A1,A3,A4,A5,A6,A17,P1,P2,P3,P4,P5"
"21256","21257","A5,A2"
"21257","21258","A6,A12,A10,P77,P82"
"21258","21259","P15,P1,P16,P17,P30,P23,P39,P55"
"21259","21260","B25,C3,C11,C8,P19,P49,P46,P47"
"21260","21261","B7,B10,B23,P16,P43,P53,P71,P65,P82,P78"
"21261","21262","A1,B15,B14,B11,C8,P1,P6,C8"
"21262","21263","A8,A5,A9,A6,A2,P74,A8"
"21263","21264","C41,C55,C59,C56,P4,P26,P36,P53,P61,P72,P71,P82,C9,A10,A34,A37,C59,P4,P29"
"21264","21265","A13,A21"
"21265","21266","P80,P78,P76,B4"
"21266","21267","P19,C12,C19,C28,A34,B21"
"21267","21268","A4,A2,A5,B2,B4,C12,C17,C45,C43"
"21268","21269","A13,A17,C4,C35,C30,A32,A34,A37,A39,P3,P6,P8,P14,P17,P18,P69,P65,P82"
"21269","21270","C13,B31,B23"
"21270","21271","A1,A2,A5,A6,A11"
"21271","21272","P12"
"21272","21273","A1,A13,A33,A40,A42,A39,B4,B34,C6,P1,P4,P11,P26,P63,P78,P82"
"21273","21274","B5,P9,C9"
"21274","21275","C35,C46,P1,A4"
"21275","21276","B3,P25,P7"
"21276","21277","C57"
"21277","21278","C5,C35,C35,C55,C58,C57,C41"
"21278","21279","A5"
"21279","21280","B14,B13,B11"
"21280","21281","A30,A21"
"21281","21282","A2,A11,A34,A32,A17,C56,A7,A8,A12,A11,A11,A17,P11,P1,P3,P8,P14,P18,P19,P29,P49,P55,P60,P61,P62,P63,P65,P70,P72,P78,P82,P63,P61,P61,P62,P62,P55,P55,P60,P55,P55,P49,P49,C12,C17,C58,C56,A21,A22,A37,A39,C22,C27,C29,C56,B24,B21,C19,B13,A11,A10,A2,A5,A7,A13"
"21282","21283","B11,B5,P16,P15,P1"
"21283","21284","A1,A6,A11,A30,A37,P33"
"21284","21285","A39,A38,A1,A6"
"21285","21286","B11"
"21286","21287","P1,C1,C46,P6,P8,P17,P5,C15,C54,C40"
"21287","21288","A13,A16"
"21288","21289","B15"
"21289","21290","B29,C16,C32,C24,C40,C54,P13"
"21290","21291","B10,B13,B13"
"21291","21292","B1,B2,B10,B13,B16"
"21292","21293","A2,A3,A5,A6,A7,A8,A9,A8,A10,A11,A12,A17,A16,B2,B4,B9,B11,B17,C1,C3,C4,C5,C8,C13,A12,A10,A1,A2,A16"
"21293","21294","P25,P26,C56,C59,C55,P32,P36"
"21294","21295","A11,A13,A10,B7,B4,B17,B12,B1,B11,B13,B2,B3,B10,B5,B32,B30,B27,B24,B29,C9,C11,C29,C33,C49,C51,C58,C59,P9,P15,P70,P63,P56,P82"
"21295","21296","P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P16,P20,P30,P33,P51"
"21296","21297","B14,P18,P33"
"21297","21298","B1,B11,B10,B17,B13"
"21298","21299","C30,P6,P39,P72,C54,C53,C40"
"21299","21300","A12,B17,C30,C55,P61"
"21300","21301","A1"
"21301","21302","C12,C14"
"21302","21303","A11,A2,A10"
"21303","21304","C25,C32,C46"
"21304","21305","B2,B3,A4,A5,A7,B5"
"21305","21306","B10,B14"
"21306","21307","B10,B11"
"21307","21308","A11,P17"
"21308","21309","B8,B13,B12,B16,B32"
"21309","21310","A1,P26"
"21310","21311","C18,C13,C19,C27,C16,C34,C46,C41,C42,C48,C58,C57,A10,A4,A11,P20,P48,P48,B4,B12,C8,C19,C31,C32,C25,C28,C10,C18,C18"
"21311","21312","C10,C7,C13,C12,C46,C54,B10,B10,B31,B32,P3,P13,P13,C1,C17,C17,C21,C21,C25,C27,C30,C33,C36,C43,C37,C40,C47"
"21312","21313","A29,A42,C55,A6,A9,A26"
"21313","21314","C1,C8,C17,C5,B11,B14,B17,B15,A3"
"21314","21315","P29,C2,A8"
"21315","21316","P9,C58"
"21316","21317","B11,B12,B13,B14,B15,B16,B17,B6,B6,A1,A2,A3,A5,A6,A7,A8,A8,A9,A11,A12,A15,A18,A30,A34,A43,C21,C24,C25,C53,C54,C55,C57,C59,B6"
"21317","21318","P26,P29,P29,P61,P62,P76,P80,P82,P77,P63,P63,P68,P72,P70,P57,P39,P39,B2,P39,B34"
"21318","21319","A2,B11,A2"
"21319","21320","B15,B4,A10,A12,C7,C17,C9,P82,P65,P43,P26"
"21320","21321","C18,C17,C52"
"21321","21322","C1,C7,C4,C25,C29,C30,C35,C41,C42,C48,C56,P3,P6,P8,P14,P16,P18,P17,P21,P23,P30,P29,P40,P37,P59,P77,A9,A7,A10"
"21322","21323","A31,A35,A24,A23,A25,A25"
"21323","21324","C29,C35,C49,C58,A5,C58"
"21324","21325","C29,C54,C30,C21,C54,A10,A5,A5,P15,P18,C54,A16"
"21325","21326","P15,C17,P15"
"21326","21327","B12,B13,B10"
"21327","21328","A1,A3,C4"
"21328","21329","A5"
"21329","21330","B25"
"21330","21331","A4,A7"
"21331","21332","P34,P33,P61,P62,P82,P36,P34,P34"
"21332","21333","B3,B9,B10,B13,B23,B24,A5,A7,A14,A17,A21,A38,C8,C9,C12,C24,C29,C30,C35,C40,C50,C51,C52,C54,C56,P1"
"21333","21334","A16,A18,A5,A3,A12,A13"
"21334","21335","P1,P11,B11,B4,B2,C4,C5,C9,C11,P63"
"21335","21336","A5,B4,B3"
"21336","21337","A2,A5,C7"
"21337","21338","C4"
"21338","21339","P27"
"21339","21340","A11,A21"
"21340","21341","B10,B17,B31,B26,B27,B24"
"21341","21342","A37,P25,P3,P4,P7,P8,P10,P12,P14,P57,B3,B6,B26,P76,P37,P29,P3,P4,P7,P10,P18,P26,P23,P25,P29,P59,P68,P72,C37,C48,A11,A3,A5,A17,A18,A22,A22"
"21342","21343","C54,P6,C54,C41,A1,A7,A17,C1,A17"
"21343","21344","A15,A15"
"21344","21345","B30"
"21345","21346","C57"
"21346","21347","B24,B23,B15,A13,A21,A31,A36,A11"
"21347","21348","B10,B6,B13,P36"
"21348","21349","B4"
"21349","21350","P1,P2,P11,P14,P15,P17,P38,P65"
"21350","21351","A4,A16,A13,C35,C58"
"21351","21352","A18,A9,A1,P1,P3,P4,P6,P7,P12,P18,P45,P37,P67,P70,P77"
"21352","21353","A9,A11,A12,A17,A36,A40,B3,B24,B32,C8,C26"
"21353","21354","A15,A19,A20,A31,A16,A11,A2,A28,A35,A22,P1,P62,P61,P60,C34"
"21354","21355","B4"
"21355","21356","A5,P1,P6,P6"
"21356","21357","A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A12,A11,C33,C40,C54,C55,C56,C57,C58,C59,P44,P52,P46,P61"
"21357","21358","P6,P39"
"21358","21359","P6,P15,C53"
"21359","21360","A9,A17,B4,C4,C30,C25,C21,P15"
"21360","21361","A16,A2,A18,C8,C17,A18,A2,A16"
"21361","21362","P1,P4,P6,P11,P15,P16,B4"
"21362","21363","A3,A2,A11,A7,A8,A5,C34,P1"
"21363","21364","B1,B4,B10,B11,B31,B30"
"21364","21365","P26,P72,B10,B24"
"21365","21366","A2,A10,A9,C13,P14,P1,P81"
"21366","21367","A1,A2,A3,A8,C7,C4"
"21367","21368","P78,C45,C50,C58"
"21368","21369","A6,C35,C56,P6"
"21369","21370","C55,C56,C24"
"21370","21371","A4,A29"
"21371","21372","A11"
"21372","21373","C17,A2,A1,B4,B4,A1,A2,C17"
"21373","21374","A5,A1"
"21374","21375","C8,C2"
"21375","21376","C4,C6,C13"
"21376","21377","A3,P15,P7,P2,P18,B12"
"21377","21378","A11,A11,A10,A12,A8,A12,C58,C4"
"21378","21379","P4"
"21379","21380","A33,P23,P36,P67,B4"
"21380","21381","C33,C41,C57,A1,A3,A11,A10,A7"
"21381","21382","P82,A11,B4,P82"
"21382","21383","P2,P3,P6,A32,A26,C5,C12,C21,C44,C39,C48,C53,B34,B29,B4,B6,B11,B2,B2"
"21383","21384","B10,B1,A2,A11,A3,C13,C11,C6"
"21384","21385","P1,P1,P1,P26,P26,P14,P14"
"21385","21386","B19"
"21386","21387","P40,P41,P61,P64,P72,P81"
"21387","21388","A37,C16,C15,P19"
"21388","21389","A6"
"21389","21390","A4,A29"
"21390","21391","A17,A16,A17,B10,B27"
"21391","21392","A3"
"21392","21393","B4,B10,A4,C5,C6,C7,C9,C8,C11,C15,C16,A4"
"21393","21394","B10"
"21394","21395","P23,P40,P63"
"21395","21396","A21,A13,A8,C17,C21,C34,C36,C20,C19,C24,P6,P36,P39,P73,P80,P81,P75,P74,A12,A20,A32,A34,A19,A21,B6"
"21396","21397","A2,A5,A6,A7,A8,A9,A10,A12,A15,A16,B9,C5,C21,C23,C26,C27,C28,C33,C34,C35,C37,C38,C41,C45,C44,C47,C48,C50,C51,C52,A21,A22,A30,A33,A34,A38,A42,B34,C13,C14,C38,A7,A11,A12,A22"
"21397","21398","A30,A15,A2,B10,B4,B17,B31,A30"
"21398","21399","C57,C40,C51"
"21399","21400","C23,C21,C30,A11,A16,A9,A18,A31,A25,A42"
"21400","21401","P48,P46,B19,B30,B20,B24"
"21401","21402","B19,B26,B33,B31,B10,B13,B12,B31,B21,B21,B19,B30,B23,B24,B25,B31,P60,P1,C36"
"21402","21403","P14,P16,P1,P3,P8,P17,P15,P20,P21,P21,P19,P30,P33,P34,P35,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P65,P55,P66,P67,P57,P60,P72,P71,P73,A4,A23,A36"
"21403","21404","B13,B10,B11,B12,B15,B16,P1,P2"
"21404","21405","A15,P43,B3"
"21405","21406","A5,A6,B10,B26,P1,P2,P72,P78"
"21406","21407","A11,P23"
"21407","21408","A14,A24"
"21408","21409","A7"
"21409","21410","C4,C4,C6,C6,C6"
"21410","21411","A2,A8,A7,A10"
"21411","21412","A21"
"21412","21413","P26,P23,P37,P72,P80,P78"
"21413","21414","B24,B24,B32,B31,A11,P1,P15"
"21414","21415","A1,A2,A3,A4,A6,A12,A15,A26,A29,A32,A34,A37,B10,B14,B19,B24,B26,B30,B32"
"21415","21416","C3,A1,B4,B4"
"21416","21417","P5,P7,P32,P39,P52,P68,P78,P73,P10,B9,C59,C47,C29,C20,P15,P33,P36,P43,P37"
"21417","21418","P6,P2,P15,C2,C18,C24"
"21418","21419","C24,C24,C21,C30,C7,C9,C50,A9,B4,C57,P4,P13,P6"
"21419","21420","B3,B4"
"21420","21421","A2,A13,B10,B11,B24,B25,B26,B32"
"21421","21422","A3"
"21422","21423","B4"
"21423","21424","A9,A20"
"21424","21425","P1,A18,A13,A11,A11,A16,B4,C4"
"21425","21426","A1,A7,A18,A11,A17,A10,A2,A9,A12"
"21426","21427","C17,C53,C40,C53,C12,B10,A8"
"21427","21428","A11,A15,A10,A8"
"21428","21429","P6,P26,P52,P49,P71,A11,A18,A21"
"21429","21430","B13,B15,B26"
